index,feature_name,score
1,edad,0.055329484085919534
2,feature_417,0.047207862528492406
3,feature_619,0.04536178857661466
4,feature_421,0.0433972519643937
5,feature_545,0.04167576297992315
6,rango_edad,0.04074649963255017
7,feature_447,0.0395342798425955
8,feature_506,0.03713393903433149
9,feature_723,0.03703048629062322
10,feature_809,0.03661825863527879
11,feature_708,0.03643106815997377
12,feature_117,0.03548346311555406
13,feature_210,0.03540316176357994
14,hta,0.035230361389462006
15,feature_463,0.034575439825128784
16,feature_899,0.03447769864610439
17,feature_487,0.03376358871251495
18,feature_435,0.03364497941357336
19,feature_589,0.03357826774361761
20,feature_765,0.03304464082929681
21,feature_936,0.03253667050434417
22,feature_572,0.03202805592882241
23,ldh,0.03183017543450717
24,feature_281,0.03164648022213168
25,feature_469,0.03160432963019422
26,feature_827,0.03147327239483033
27,ferritina,0.03103196100868666
28,feature_822,0.030507268408938693
29,peso_kg,0.030186186867809495
30,feature_470,0.030089505070343137
31,feature_461,0.029877275837847383
32,prc,0.02979373044075273
33,feature_593,0.02976687020162272
34,neoplasia,0.029305301729818822
35,feature_479,0.029194389445740487
36,feature_756,0.02908341817528526
37,feature_566,0.0284052670529098
38,feature_818,0.02808087602215581
39,feature_846,0.0276017004712501
40,feature_968,0.027557512214393398
41,feature_796,0.026978039748545735
42,feature_337,0.02682936405319314
43,feature_638,0.026729798629663293
44,feature_862,0.026713259517445742
45,feature_557,0.026481097226089823
46,feature_352,0.026370293401218214
47,feature_270,0.02618678667155261
48,dimeros_d,0.025894183447529917
49,feature_579,0.025533067685422184
50,feature_254,0.02534837779087251
51,feature_699,0.02512323498748903
52,feature_607,0.024694346663014066
53,transplante_organo_solido,0.024662229812675962
54,feature_258,0.024572249297414084
55,feature_883,0.02443268445087221
56,filtrado_glomerular_estimado,0.02439772732864709
57,feature_504,0.024379871293121802
58,feature_966,0.02434567118305364
59,feature_729,0.023978538213058842
60,feature_889,0.023816312480315904
61,feature_599,0.023737897959636767
62,feature_518,0.02354631646436145
63,feature_718,0.023432828130220296
64,feature_749,0.023432184674149426
65,feature_0,0.02341851198761713
66,feature_54,0.023050628698575215
67,feature_738,0.02297225515859358
68,feature_380,0.022928507192940373
69,feature_753,0.02275441402979328
70,feature_452,0.022698319478327678
71,feature_570,0.022587926301435468
72,feature_999,0.02257568477557448
73,feature_784,0.02229690512563609
74,feature_427,0.02220661145155267
75,feature_596,0.022166312004427757
76,feature_898,0.022116868898050424
77,feature_868,0.02200509214135371
78,feature_854,0.02189857438005882
79,feature_741,0.021766996389277038
80,feature_806,0.021588787094290796
81,feature_563,0.021549769347376735
82,feature_824,0.021375542668099268
83,feature_659,0.02118180453533669
84,feature_326,0.021080112751812763
85,feature_732,0.02100541348845808
86,feature_58,0.020973813488897486
87,feature_805,0.020968671626007573
88,feature_861,0.020899555544532156
89,feature_578,0.02077253413326763
90,feature_884,0.020661427455316295
91,feature_285,0.020654972968774388
92,feature_795,0.02057962898237875
93,il6,0.02051749791307156
94,feature_402,0.020430635433525746
95,feature_522,0.020351533337366945
96,feature_905,0.02034037002048894
97,feature_223,0.020314004174573075
98,feature_798,0.020275944237001742
99,feature_810,0.0202594856875693
100,talla_cm,0.020195001522577805
101,feature_855,0.020121285466243588
102,feature_604,0.01993166631860377
103,feature_278,0.019892421243355773
104,feature_759,0.019874345454895748
105,feature_794,0.0197814518641084
106,feature_250,0.01976434637290314
107,feature_162,0.019584259596473697
108,feature_370,0.019560328805579452
109,feature_739,0.019281187624106577
110,feature_615,0.019231524484603524
111,feature_998,0.01918510131160267
112,feature_214,0.01918364460750488
113,feature_277,0.01916950996411293
114,feature_562,0.01907827715446264
115,feature_746,0.018372247640890738
116,feature_808,0.01830016625307551
117,feature_876,0.018294539194048998
118,feature_248,0.0182543938028501
119,feature_546,0.01824035506248478
120,feature_564,0.0182138423657896
121,feature_172,0.018052661940123116
122,feature_251,0.017933673851807885
123,feature_160,0.017844738878143307
124,feature_908,0.01778633035534649
125,feature_49,0.01776226159990424
126,feature_65,0.017398510883791962
127,feature_631,0.017353992626186754
128,feature_67,0.01724338591175867
129,imc,0.017242524818975147
130,feature_216,0.017041549515756982
131,feature_78,0.017013095084636554
132,feature_852,0.01700463314151368
133,feature_900,0.016968426742660858
134,feature_601,0.016964036844557606
135,feature_929,0.016881525094315952
136,feature_98,0.016802607876080122
137,feature_225,0.01655558836644233
138,feature_639,0.016444778108494207
139,feature_156,0.01643144573626576
140,feature_797,0.016427114127864906
141,feature_711,0.016405044334866226
142,feature_807,0.0163340960691698
143,feature_514,0.016299120586170224
144,feature_283,0.016226211055152984
145,feature_552,0.016177010488604315
146,feature_273,0.016154302325923853
147,feature_725,0.016108379385502802
148,feature_597,0.01609804334010545
149,feature_610,0.016017739315966173
150,feature_459,0.015992311745976817
151,feature_623,0.01594893818904919
152,feature_787,0.015919804294557638
153,feature_179,0.015845806686091368
154,feature_137,0.01582408744446795
155,feature_907,0.01579824195659385
156,feature_541,0.015765646167313463
157,feature_149,0.01569551868395358
158,feature_696,0.015596841080683488
159,feature_676,0.015536888025379447
160,feature_375,0.01552481464760369
161,feature_503,0.015406754985560323
162,feature_766,0.015264605848725354
163,feature_666,0.015260231669781854
164,feature_768,0.015164790994855348
165,feature_811,0.015148680503271228
166,feature_175,0.015110487314544452
167,feature_879,0.015056236750356167
168,feature_315,0.015004940830496638
169,feature_491,0.01491770020044414
170,creatinina,0.014907191288398458
171,feature_91,0.014906980063809305
172,feature_191,0.01490495619454224
173,feature_432,0.014896350565430483
174,feature_763,0.014631095960781382
175,feature_896,0.014560650557266852
176,feature_849,0.014548624583450076
177,feature_229,0.014485148176754059
178,feature_587,0.014433832301806948
179,feature_413,0.014399901422430972
180,feature_812,0.014225071047533122
181,feature_505,0.014156489069265366
182,feature_356,0.014059362287901944
183,feature_158,0.01398125799509109
184,feature_75,0.013946580348778825
185,feature_688,0.013886930155746935
186,feature_967,0.013845564141155009
187,feature_89,0.013840456884995911
188,feature_568,0.013825999861178273
189,feature_403,0.01380105973916601
190,feature_560,0.013788791549973478
191,feature_453,0.013753125787130172
192,feature_197,0.013682035892456312
193,feature_813,0.013632494081249114
194,feature_750,0.01342535596782568
195,feature_87,0.01341633319621649
196,feature_672,0.013390365423550987
197,feature_714,0.013315655403540294
198,feature_600,0.013268356840180795
199,feature_102,0.013220294437377822
200,feature_310,0.013136931098888471
201,feature_241,0.013132353534649033
202,feature_357,0.013127046957046806
203,feature_983,0.012997494944964272
204,feature_233,0.01289533259436526
205,feature_425,0.012780078753923618
206,feature_166,0.01276186743489971
207,feature_754,0.012684054590400562
208,feature_646,0.012619105258210528
